,Unnamed: 0,Unnamed: 0.1,time,twt_id,political_label,political_score,sentiment_label,sentiment_score
130,130,130,2008-10-30T12:01:58.000Z,982033529,Republican,0.9999536275863647,NEGATIVE,0.998248815536499
131,131,131,2008-10-30T12:32:30.000Z,982064789,Republican,0.9999877214431764,NEGATIVE,0.9738125205039978
132,132,132,2008-10-30T12:32:24.000Z,982064686,Republican,0.8435322642326355,NEGATIVE,0.9991760849952698
133,133,133,2008-10-30T12:32:26.000Z,982064674,Republican,0.9991011619567872,POSITIVE,0.5180725455284119
134,134,134,2008-10-30T13:01:38.000Z,982098947,Republican,0.9971625208854676,NEGATIVE,0.9233166575431824
135,135,135,2008-10-30T13:32:22.000Z,982138809,Democrat,0.9999734163284302,POSITIVE,0.6441019773483276
136,136,136,2008-10-30T13:31:00.000Z,982136982,Democrat,0.999995231628418,POSITIVE,0.9988813996315002
137,137,137,2008-10-30T14:30:58.000Z,982223208,Democrat,0.9988516569137572,NEGATIVE,0.998375654220581
138,138,138,2008-10-30T15:32:26.000Z,982318968,Republican,0.953496754169464,NEGATIVE,0.9947453737258912
139,139,139,2008-10-30T16:01:07.000Z,982364519,Democrat,0.9999972581863404,NEGATIVE,0.9669121503829956
140,140,140,2008-10-30T16:32:06.000Z,982413334,Republican,0.998569130897522,NEGATIVE,0.9810383915901184
141,141,141,2008-10-30T16:31:49.000Z,982412852,Democrat,0.9999849796295166,POSITIVE,0.9918209314346312
142,142,142,2008-10-30T16:30:02.000Z,982409833,Republican,0.9732971787452698,POSITIVE,0.9306581020355223
143,143,143,2008-10-30T17:02:47.000Z,982460787,Republican,0.9931344985961914,NEGATIVE,0.9980620741844176
144,144,144,2008-10-30T17:00:37.000Z,982457322,Republican,0.9999785423278807,POSITIVE,0.665361762046814
145,145,145,2008-10-30T17:32:57.000Z,982506008,Democrat,0.999996304512024,NEGATIVE,0.9066932201385498
146,146,146,2008-10-30T17:32:16.000Z,982505091,Democrat,0.7684179544448853,POSITIVE,0.999398946762085
147,147,147,2008-10-30T18:01:14.000Z,982547230,Democrat,0.9999843835830688,NEGATIVE,0.978186309337616
148,148,148,2008-10-30T18:00:51.000Z,982546652,Republican,0.9971625208854676,NEGATIVE,0.9233166575431824
149,149,149,2008-10-30T18:32:13.000Z,982591575,Republican,0.9972208738327026,NEGATIVE,0.9478116631507874
150,150,150,2008-10-30T18:30:40.000Z,982589284,Democrat,0.8898186683654785,NEGATIVE,0.9769818186759948
151,151,151,2008-10-30T18:30:37.000Z,982589242,Republican,0.9146620631217957,NEGATIVE,0.998396933078766
152,152,152,2008-10-30T19:32:46.000Z,982676012,Democrat,0.982568383216858,POSITIVE,0.988220989704132
153,153,153,2008-10-30T19:31:49.000Z,982674723,Democrat,0.987828493118286,NEGATIVE,0.9984493255615234
154,154,154,2008-10-30T19:31:33.000Z,982674380,Democrat,0.9144124984741212,POSITIVE,0.9986193180084229
155,155,155,2008-10-30T19:30:45.000Z,982673269,Republican,0.9981964230537416,NEGATIVE,0.9991664886474608
156,156,156,2008-10-30T19:30:35.000Z,982673007,Republican,0.9999891519546508,NEGATIVE,0.9981328845024108
157,157,157,2008-10-30T19:30:30.000Z,982672892,Democrat,0.7098150253295898,NEGATIVE,0.9781166315078736
158,158,158,2008-10-30T19:30:27.000Z,982672808,Democrat,0.9999430179595948,POSITIVE,0.995198667049408
159,159,159,2008-10-30T19:30:25.000Z,982672763,Republican,0.9999896287918092,NEGATIVE,0.9996873140335084
160,160,160,2008-10-30T19:30:07.000Z,982672275,Republican,0.9999896287918092,NEGATIVE,0.9996873140335084
161,161,161,2008-10-30T20:02:41.000Z,982717203,Democrat,0.996004045009613,POSITIVE,0.7435495257377625
162,162,162,2008-10-30T20:02:27.000Z,982716857,Democrat,0.9997417330741882,NEGATIVE,0.9936455488204956
163,163,163,2008-10-30T20:01:07.000Z,982714819,Democrat,0.9999964237213136,NEGATIVE,0.9924706220626832
164,164,164,2008-10-30T20:00:41.000Z,982714206,Republican,0.9795013070106506,NEGATIVE,0.998185932636261
165,165,165,2008-10-30T20:32:47.000Z,982756995,Democrat,0.9999961853027344,POSITIVE,0.8747735619544983
166,166,166,2008-10-30T20:31:39.000Z,982755334,Republican,0.9448426961898804,NEGATIVE,0.8275532126426697
167,167,167,2008-10-30T20:30:41.000Z,982753933,Republican,0.9998770952224731,NEGATIVE,0.999561607837677
168,168,168,2008-10-30T20:30:26.000Z,982753637,Republican,0.9523665308952332,POSITIVE,0.9983022212982178
169,169,169,2008-10-30T21:00:43.000Z,982794104,Democrat,0.9999850988388062,POSITIVE,0.9932577610015868
